Timestamp,          Open, High, Low, Close, Volume, Open Interest
2026-03-02 20:36:59,24950.9,24969,24950,24959.1,15145,15358070
2026-03-02 20:37:59,24960.7,24987.4,24960.1,24980,25805,15358070
2026-03-02 20:38:59,24980,24986.2,24966.8,24971,22555,15365610
2026-03-02 20:39:59,24974.4,24975,24963.1,24975,22295,15365610
2026-03-02 20:40:59,24975.4,24978.9,24960.1,24965,33150,15365610
2026-03-02 20:41:59,24963.1,24982.9,24962,24979.4,27560,15375490
2026-03-02 20:42:59,24975.1,24987.4,24975,24984.5,36465,15375490
2026-03-02 20:43:59,24984.5,24996.8,24979.3,24996.6,39195,15375490
2026-03-02 20:44:59,24992.6,25007,24985.8,25007,47190,15358005
2026-03-02 20:45:59,25002.6,25008,24985,24989.4,30615,15358005
2026-03-02 20:46:59,24995,24998.4,24989.1,24998.3,22555,15358005
2026-03-02 20:47:59,24998.4,24998.4,24985.8,24990,63700,15345525
2026-03-02 20:48:59,24990,25000,24990,24997,38545,15345525
2026-03-02 20:49:59,24999.9,25011,24998,25009.4,86515,15345525
2026-03-02 20:50:59,25010.4,25014,24995.3,24998.8,51870,15254070
2026-03-02 20:51:59,24998.8,24998.9,24982.8,24989,29185,15254070
2026-03-02 20:52:59,24989,24998.8,24982.6,24998.8,66040,15254070
2026-03-02 20:53:59,24991.4,24998.7,24961.1,24964.8,69355,15289820
2026-03-02 20:54:59,24961.1,24966,24951.4,24961.3,37700,15289820
2026-03-02 20:55:59,24961.2,24976,24961.2,24976,16380,15289820
2026-03-02 20:56:59,24976,24985.4,24971.9,24983,23400,15299570
2026-03-02 20:57:59,24983,24989,24981.2,24987,46280,15299570
2026-03-02 20:58:59,24987,24993,24985,24985.1,46800,15299570
2026-03-02 20:59:59,24985.1,24996.7,24981,24988,72020,15274155
2026-03-04 14:45:59,24440,24550.6,24440,24500.7,717990,15227485
2026-03-04 14:46:59,24500,24500,24461.1,24483.1,253630,15227485
2026-03-04 14:47:59,24487,24487,24460,24467.6,193050,15227485
2026-03-04 14:48:59,24472,24506.6,24472,24505,184600,15227485
2026-03-04 14:49:59,24500,24516.5,24498,24499.7,193960,15400450
2026-03-04 14:50:59,24500,24508.6,24490.7,24504.1,121030,15400450
2026-03-04 14:51:59,24502.5,24502.9,24488.7,24499.9,78910,15400450
2026-03-04 14:52:59,24499.9,24500,24488,24488.1,74360,15535975
2026-03-04 14:53:59,24493,24495,24460,24460.1,322465,15535975
2026-03-04 14:54:59,24474.8,24476.7,24450,24450,95420,15535975
2026-03-04 14:55:59,24450,24465,24441,24456.2,81380,15813525
2026-03-04 14:56:59,24456.9,24465,24455,24458.3,45435,15813525
2026-03-04 14:57:59,24455,24458.6,24441.6,24453.8,57720,15813525
2026-03-04 14:58:59,24447.8,24490.2,24446.1,24475,106145,15865720
2026-03-04 14:59:59,24478.8,24479.8,24463.1,24463.9,68380,15865720
2026-03-04 15:00:59,24470,24487.8,24463.7,24483.1,50765,15865720
2026-03-04 15:01:59,24483.1,24489,24474,24480.8,68120,15928055
2026-03-04 15:02:59,24480.4,24491,24475,24485,46150,15928055
2026-03-04 15:03:59,24482.1,24484.5,24465,24466.9,45175,15928055
2026-03-04 15:04:59,24466.9,24480,24458,24463,38935,15976870
2026-03-04 15:05:59,24466.2,24469.1,24452,24459.9,46475,15976870
2026-03-04 15:06:59,24460,24482.4,24453.1,24480,37375,15976870
2026-03-04 15:07:59,24481.9,24499.6,24472.2,24493.2,59085,15988830
2026-03-04 15:08:59,24493,24495,24480.1,24490.4,40690,15988830
2026-03-04 15:09:59,24490,24490.7,24480,24481.4,26325,15988830
2026-03-04 15:10:59,24487.6,24507,24481.6,24505,35815,16007420
